"DEVICE_ID","PLC_ID","SENSOR_ID","BOILERROOM","BOILER","FIELD","DESCRIPTION","TIMESTAMP","DATE","TIME","MEASURE_TYPE","VALUE","CLOSE","OPEN","TOPIC","BLOCKFLAG","BLOCKVALUE"
"3","4","M512","7","1","QHBCQ","madian_qihou","2014-12-19 00:16:22","2012-09-17","23:06:33","KZMS","0","0","1","madian_气候室外选择","0","0"
