"DEVICE_ID","PLC_ID","SENSOR_ID","WORD_COUNT","DEVICETYPE","BOILERROOM","BOILER","FIELD","DESCRIPTION","TIMESTAMP","DATE","TIME","MEASURE_TYPE","MEASURE_UNIT","VALUE","FACTOR","OFFSET","STATE","TOPIC","BLOCKFLAG","BLOCKVALUE","HIGHLIMIT","LOWLIMIT","HIGHHIGHLIMIT","LOWLOWLIMIT","OUTBOUND"
"3","1","D2104","2","MODBUS","13","1","RQGL","madian_1#guolu","2018-5-30 21:50:50","2014-9-24","17:51:05","GLLNQYTT","C","0","1","0","2","madian_1#锅炉前排烟温","0","0","150","0","160","0","0"
