"DEVICE_ID","PLC_ID","SENSOR_ID","WORD_COUNT","DEVICETYPE","BOILERROOM","BOILER","FIELD","DESCRIPTION","TIMESTAMP","DATE","TIME","MEASURE_TYPE","MEASURE_UNIT","VALUE","FACTOR","OFFSET","STATE","TOPIC","BLOCKFLAG","BLOCKVALUE","HIGHLIMIT","LOWLIMIT","HIGHHIGHLIMIT","LOWLOWLIMIT","OUTBOUND","COMMUNITY","BUILDING","RESIDENT"
"3","1","D2104","2","MODBUS","13","1","RQGL","马甸_1#锅炉","2018-06-03 00:22:33","2014-04-01","12:11:12","GLLNQYTT","C","0","1","0","2","madian_1#锅炉前排烟温","0","0","150","0","160","0","0","madian","301",
