"DEVICE_ID","PLC_ID","SENSOR_ID","WORD_COUNT","DEVICETYPE","BOILERROOM","BOILER","FIELD","DESCRIPTION","TIMESTAMP","DATE","TIME","MEASURE_TYPE","MEASURE_UNIT","VALUE","FACTOR","OFFSET","STATE","TOPIC","BLOCKFLAG","BLOCKVALUE"
"3","1","D2104","2","MODBUS","13","1","RQGL","madian_1#guolu","2018-05-30 17:14:12","2014-09-12","07:51:30","GLLNQYTT","C","0","1","0","1","马甸锅炉前排烟温","0","0"
