"DEVICE_ID","PLC_ID","SENSOR_ID","DEVICETYPE","BOILERROOM","BOILER","FIELD","DESCRIPTION","TIMESTAMP","DATE","TIME","MEASURE_TYPE","STATE","VALUE","CLOSE","OPEN","TOPIC","BLOCKFLAG","BLOCKVALUE","WHENOUT","ISBEYOND","COMMUNITY","BUILDING","RESIDENT"
"3","1","X0","DVP","13","1","RQGL","madian1#guolu","2018-05-31 11:07:31","2014-05-17","01:27:56","SZD","0","1","0","0","madian_1#炉火自动","0","0","0","0","madian","301",
