"DEVICE_ID","PLC_ID","SENSOR_ID","DEVICETYPE","BOILERROOM","BOILER","FIELD","DESCRIPTION","TIMESTAMP","DATE","TIME","MEASURE_TYPE","STATE","VALUE","CLOSE","OPEN","TOPIC","BLOCKFLAG","BLOCKVALUE","WHENOUT","ISBEYOND"
"3","1","X0","DVP","13","1","RQGL","madian1#guolu","2018-5-30 22:07:31","2014-5-18","11:27:56","SZD","0","1","0","0","madian_1#炉火自动","0","0","0","0"
